_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_DESCRIPTION_,_PRICE_,_IMAGE_
4523,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,JVC,JVC TK-C685WPE,"ПРЕДЛАГАЕМ ВЗАМЕН АНАЛОГ: Panasonic WV-CW974E

1/4"" ЦВТ/ЧБ (Day/Night) Телекамера купольного типа, цифровая SuperLoLux DSP, Extended Dynamic Range; 540ТВЛ, 0.5/0.04лк (F1.6, 25IRE); ES, BLC, ATW; LL/I; 27(864)-х ZOOM (3.43-92.6мм оптич. плюс 32-х цифр.) с автофокусировкой (отключаемая); 360°(SL)/-90°, 0.04-500°/с (VS); телеметрия JVC, Pelco P/D, предустановки (до 256, точность 0.03°; механизм PT с прямым приводом), PrivateMask (8), ALARM (6 входов/2 выхода), встроенный цифровой детектор движения с функцией AutoTracking; 24В; уличное исполнение (IP66, до минус 40°С), подвесное (Pendant), кронштейн настенный в комплекте",0,img/4523.jpg
4524,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,JVC,JVC TK-C686E,"ПРЕДЛАГАЕМ ВЗАМЕН АНАЛОГ: Samsung SCC-C6455P

1/4"" ЦВТ/ЧБ (Day/Night) Телекамера поворотная купольного типа, цифровая SuperLoLux DSP, Extended Dynamic Range; 540ТВЛ, 0.5/0.04лк (F1.6, 25IRE); ES, BLC, ATW; LL/I; 36(1152)-х ZOOM (3.43-122.0мм оптич. плюс 32-х цифр.) с автофокусировкой (отключаемая); 360°(SL)/-90°, 0.04-500°/с (VS); телеметрия JVC, Pelco P/D, предустановки (до 256, точность 0.03°; механизм PT с прямым приводом), PrivateMask (8), ALARM (6 входов/2 выхода), встроенный цифровой детектор движения с функцией AutoTracking, электронный стабилизатор изображения; 24В; diam. 160x201мм",0,img/4524.jpg
4525,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,JVC,JVC TK-C686WPE,"ПРЕДЛАГАЕМ ВЗАМЕН АНАЛОГ: Panasonic WV-CW974E

1/4"" ЦВТ/ЧБ (Day/Night) Телекамера поворотная купольного типа, цифровая SuperLoLux DSP, Extended Dynamic Range; 540ТВЛ, 0.5/0.04лк (F1.6, 25IRE); ES, BLC, ATW; LL/I; 36(1152)-х ZOOM (3.43-122.0мм оптич. плюс 32-х цифр.) с автофокусировкой (отключаемая); 360°(SL)/-90°, 0.04-500°/с (VS); телеметрия JVC, Pelco P/D, предустановки (до 256, точность 0.03°; механизм PT с прямым приводом), PrivateMask (8), ALARM (6 входов/2 выхода), встроенный цифровой детектор движения с функцией AutoTracking, электронный стабилизатор изображения; 24В; уличное исполнение (IP66, до минус 40°С), подвесное (Pendant), кронштейн настенный в комплекте",0,img/4525.jpg
4527,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,JVC,JVC VN-V25U,"JVC VN-V25U - 1/4"" ЦВТ/ЧБ (""Day/Night"") Телекамера DSP, EasyWDR; сетевая M-JPEG/MPEG-4; 640x480 (320x240) эл., прогрессивная развертка; 0.5/0.4лк (F1.2, 25IRE); ES (1/10000; до 64-x SensUp), ATW/AWB; встроенный WEB-сервер, Ethernet 10Т/100TX, до 30 (640x480) fps (до 20 пользователей, для multicast - неограниченно); встроенный детектор активности, PrivacyMask, ALARM (2 входа/выхода); 24B(AC)/48В(DC, PoE); 71х65х148мм",0,img/4527.jpg
4528,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,JVC,JVC VN-C625U,"JVC VN-C625U - 1/4"" ЦВТ/ЧБ (Day/Night) Телекамера цифровая сетевая полноприводная, скоростная, купольного типа; M-JPEG, встроенный WEB-сервер; интерфейс Ethernet 10Base-T/100Base-TX; протокол UDP/IP, TCP/IP, HTTP, FTP, ICMP, ARP, DHCP, NTP; 640х480 (320х240) эл., до 25fps; SuperLoLux DSP, 3.6/0.15лк (F1.6, 50IRE); ES, BLC (масочный, 4 зоны), ATW/MWB; 12-х ZOOM (3.8-45.6мм оптич., с автофокусировкой (отключаемая)); 360°(SL)/-90°, 1.5-180°/с (VS); предустановки (до 100), PrivateMask, ALARM (2 входа/2 выхода), встроенный цифровой детектор движения, встроенный CF (CompactFlash Card, тип II) Slot; 12В(DC); ПО (JVC ControllerSoftware) в комплекте; diam. 120x190мм",0,img/4528.jpg
4529,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,JVC,JVC VN-C655U,"JVC VN-C655U - 1/4"" ЦВТ/ЧБ (Day/Night) Телекамера цифровая сетевая полноприводная, скоростная, купольного типа; M-JPEG, встроенный WEB-сервер; интерфейс Ethernet 10Base-T/100Base-TX; протокол UDP/IP, TCP/IP, HTTP, FTP, ICMP, ARP, DHCP, NTP; 640х480 (320х240) эл., до 25fps, 7 уровней сжатия; SuperLoLux DSP, EDR (400-х), 2.0/0.06лк (F1.6, 50IRE), 0.07лк (F1.6, 50IRE, 32-x Sense-Up, в цвете); ES, BLC (масочный, 4 зоны), ATW/MWB; 25(250)-х ZOOM (3.8-95.0мм оптич. плюс 10-х цифровой, с автофокусировкой (отключаемая)); 360°(SL)/-90°, 1-300°/с (VS); предустановки (до 100), PrivateMask, ALARM (2 входа/2 выхода), встроенный цифровой детектор движения; 24В(АС, адаптер в комплекте)/18В(DC); ПО (JVC ControllerSoftware) в комплекте; diam. 152x180мм",0,img/4529.jpg
4530,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,JVC,JVC VN-V685U,"JVC VN-V685U - 1/4"" ЦВТ/ЧБ (Day/Night) Телекамера цифровая полноприводная, скоростная, купольного типа; SuperLoLux DSP, EasyWDR; сетевая M-JPEG/MPEG-4; 640x480 (320x240) эл.; 0.5/0.04лк (F1.6, 25IRE); ES (1/10000; до 64-x SensUp), BLC (4 зоны), ATW/AWC; 27(864)-х ZOOM (3.43-92.6мм оптич. плюс 32-х цифр.) с автофокусировкой (отключаемая); 360°(SL)/-90°, 0.04-400°/с (VS); предустановки (до 100, точность 0.03°; механизм PT с прямым приводом); встроенный WEB-сервер, Ethernet 10T/100TX, до 30 (640x480) fps (до 20 пользователей), 7 уровней сжатия; PrivateMask (8), ALARM (2 входа/выхода), встроенный цифровой детектор движения с функцией AutoTracking, электронный стабилизатор изображения; 24В(АС)/48В(DC) (PoE, IEEE802.3af class0); diam. 160x201мм",0,img/4530.jpg
4531,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,JVC,JVC VN-V686U,"JVC VN-V686U - 1/4"" ЦВТ/ЧБ (Day/Night) Телекамера цифровая полноприводная, скоростная, купольного типа; SuperLoLux DSP, EasyWDR; сетевая M-JPEG/MPEG-4; 640x480 (320x240) эл.; 0.5/0.04лк (F1.6, 25IRE); ES (1/10000; до 64-x SensUp), BLC (4 зоны), ATW/AWC; 36(1152)-х ZOOM (3.4-122.0мм оптич. плюс 32-х цифр.) с автофокусировкой (отключаемая); 360°(SL)/-90°, 0.04-400°/с (VS); предустановки (до 100, точность 0.03°; механизм PT с прямым приводом); встроенный WEB-сервер, Ethernet 10T/100TX, до 30 (640x480) fps (до 20 пользователей), 7 уровней сжатия; PrivateMask (8), ALARM (2 входа/выхода), встроенный цифровой детектор движения с функцией AutoTracking, электронный стабилизатор изображения; 24В(АС)/48В(DC) (PoE, IEEE802.3af class0); diam. 160x201мм",0,img/4531.jpg
4533,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,JVC,JVC VN-V686WPU,"JVC VN-V686WPU - 1/4"" ЦВТ/ЧБ (Day/Night) Телекамера цифровая полноприводная, скоростная, купольного типа; SuperLoLux DSP, EasyWDR; сетевая M-JPEG/MPEG-4; 640x480 (320x240) эл.; 0.5/0.04лк (F1.6, 25IRE); ES (1/10000; до 64-x SensUp), BLC (4 зоны), ATW/AWC; 36(1152)-х ZOOM (3.4-122.0мм оптич. плюс 32-х цифр.) с автофокусировкой (отключаемая); 360°(SL)/-90°, 0.04-400°/с (VS); предустановки (до 100, точность 0.03°; механизм PT с прямым приводом); встроенный WEB-сервер, Ethernet 10T/100TX, до 30 (640x480) fps (до 20 пользователей), 7 уровней сжатия; PrivateMask (8), ALARM (2 входа/выхода), встроенный цифровой детектор движения с функцией AutoTracking, электронный стабилизатор изображения; 24В(АС)/48В(DC) (PoE, IEEE802.3af class0); diam. 160x201мм; уличное исполнение (IP66, до минус 40°С), подвесное (Pendant), кронштейн настенный в комплекте",0,img/4533.jpg
4545,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-231S2","Описание Watec Co., Ltd. WAT-231S2Watec Co., Ltd. WAT-231S2  - цветная видеокамера, с компенсацией заднего света (отключаемая), балансом белого - ручной/автоматический/предустановки, режимом коррекции до 32-х выбитых пикселей, внешней оптикой CS - задний фокус настраивается кольцом. У видеокамеры Watec Co., Ltd. WAT-231S2 имеется возможность управления автодиафрагмой как VD так и DD, композитный видеовыход S-VHS. Объективом не комплектуется. Watec Co., Ltd. WAT-231S2 предназначена для использования внутри помещений.Технические характеристики Watec Co., Ltd. WAT-231S2Формат матрицы, дюйм	1/3
Тип матрицы	ICX
Разрешение, ТВЛ	540
Чувствительность, Lux	0.05
Компенсация задней засветки (BLC)	да
Рассширенный динамический диапазон (WDR)	нет
Рабочая температура min, °C	-10
Рабочая температура max, °C	40
Потребление энергии (мА)	175
Питание (DC/AC)	12
Размеры, ВхШхГ мм	43,5х44х64,5Документация Watec Co., Ltd. WAT-231S2",37602,img/4545.jpg
4547,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-250D2","АНАЛОГ ВЗАМЕН: Watec Co., Ltd. WAT-233
Watec WAT-250D2 - 1/3"" ЦВТ Телекамера цифровая DSP; 540ТВЛ, 0.02лк (F1.2, AGC On); BLC, ES, ALC VD/DD, MWB/ATW; 12В; 36x36x65мм",33323,img/4547.jpg
4548,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-400D","Описание Watec Co., Ltd. WAT-400DТелекамера цветная миниатюрная уличная Watec Co., Ltd. WAT-400D, матрица 1/3’’ CCD, 450 ТВЛ, 2.0 Лк F1.6, встроенный объектив f=2.8 F1.6, эл. затвор 1/50000, автоматический баланс белого, компенсация заднего света.Технические характеристики Watec Co., Ltd. WAT-400DФормат матрицы, дюйм  1/3
Тип матрицы  CCD
Чувствительность, Lux	2.0
Компенсация задней засветки (BLC)	да
Объектив, мм	2.8
Рассширенный динамический диапазон (WDR)	нет
Наличие ИК подсветки	нет
Класс защиты, IP	IP66
Рабочая температура min, °C	-10
Рабочая температура max, °C	50
Потребление энергии (мА)	135
Питание (DC/AC)	15
Размеры, ВхШхГ мм	116x72
Разрешение, ТВЛ	450Документация Watec Co., Ltd. WAT-400D",70504,img/4548.jpg
4549,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,AXIS,AXIS P1343 (0320-001),"АНАЛОГ ВЗАМЕН: AXIS P1365Описание AXIS P1343AXIS P1343 - сетевая камера стандартного дизайна AXIS P1343 - это фиксированная сетевая камера для круглосуточного наблюдения с великолепным качеством изображения, с прочной конструкцией и великолепными характеристиками производительности в формате H.264. Технология прогрессивной развертки гарантирует превосходное качество изображения нескольких независимых видеопотоков в форматах H.264 и Motion JPEG. Простота установки достигается за счет вспомогательной фокусировки, функций счетчика пикселей и заднего фокуса.Камера AXIS P1343 обеспечивает ведение высококачественного охранного видеонаблюдения как внутри помещений, так и снаружи. Она идеально подходит для обеспечения безопасности в государственных учреждениях и производственных зданиях, в магазинах розничной торговли, аэропортах, на железнодорожных вокзалах, в школах и университетах.Технические характеристики AXIS P1343Матрица: 1/4"" CCD
Мегапиксельный датчик: нет
Чувствительность:  0,2 люкс (Цвет.), 0,05 люкс (Ч/Б), F1.4
Режим: день-ночь (автоматический фильтр отсечки ИК-излучения)
Разрешение видео: 160х90 до  800x600 пикс.
Частота кадров: 30 к/с
Сжатие видео: H.264 (MPEG-4 ч. 10/AVC), Motion JPEG
Аудио: Двусторонняя
Сжатие аудио: AAC LC 8/16 кГц, G.711 PCM 8 кГц, G.726 ADPCM 8 кГц; Регулировка битовой скорости передачи данных
Микрофон: встроенный
Фокусное расстояние: 3 - 8 мм,
Угол обзора: 25 - 59°
Апертура: F1.4
Диафрагма: автоматическая
Электронный затвор: 1/6 ~ 1/24500 сек
Крепление объектива: CS
Входы сигнала тревоги: 1
Выходы сигнала тревоги: 1
Оповещение о тревоги: FTP, HTTP, Email
Разъем карт-памяти: SD/SDHC
VMD (видеодетектор движения): есть	
AD (аудиодетектор): есть	
Сеть: Ethernet 10BaseT/100BaseTX, RJ-45
Протоколы: IIPv4/v6, HTTP, HTTPS*, QoS уровня 3 DiffServ, FTP, SMTP, Bonjour, UPnP, SNMPv1/v2c/v3(MIB-II), DNS, DynDNS, NTP, RTSP, RTP, TCP, UDP, IGMP, RTCP, ICMP, DHCP, ARP, SOCKS
Шифрование по протоколу HTTPS: есть
Фильтрация IP-адресов: есть
Питание: 8 – 20 В DC,Power over Ethernet (IEEE 802.3af, класс 2)
Мощность: 6,4 Вт
Цвет: белый
Исполнение: обычное
Материал корпуса: цинк
Рабочие температуры: 0°C ~ + 50°C
Рабочая влажность: 20 ~ 80%
Габариты: 78x151x200 мм
Вес: 590 г.
Комплектация: Комплекты для подключения и крепления; руководство по установке; компакт-диск со средствами для установки, программным обеспечением для записи видео, руководством пользователя; однопользовательская лицензия на декодер WindowsДокументация AXIS P1343Техническое описание AXIS P1343

Инструкция пользователя AXIS P1343 - Руководство по эксплуатации

Инструкции пользователя:  AXIS P1343 - Руководство по установке 
",0,img/4549.jpg
4550,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,AXIS,AXIS P1344 (0324-001),"АНАЛОГ ВЗАМЕН: AXIS P1365Описание AXIS P1344AXIS P1344 - сетевая камера стандартного дизайна AXIS P1344 - это фиксированная сетевая камера прочной конструкции с великолепными характеристиками производительности в формате сжатия H.264. Технология прогрессивной развертки гарантирует превосходное качество HDTV изображения в нескольких независимых видеопотоках в форматах H.264 и Motion JPEG. Простота установки достигается за счет вспомогательной фокусировки, функций счетчика пикселей и заднего фокуса.Данная модель обеспечивает ведение высококачественного охранного видеонаблюдение как внутри помещений, так и снаружи. Она идеально подходит для обеспечения безопасности в государственных учреждениях и производственных зданиях, в магазинах розничной торговли, аэропортах, на железнодорожных вокзалах, в школах и университетах.Технические характеристики AXIS P1344Матрица: 1/4"" CCD
Мегапиксельный датчик: 1 Мпикс.
Чувствительность:  0,3 люкс (Ч/Б), 0,05 люкс (Цвет.), F1.2
Режим: день-ночь (автоматический фильтр отсечки ИК-излучения)
Разрешение видео: 160х90 до 1280x800 пикс.
Частота кадров: 30 к/с
Сжатие видео: H.264 (MPEG-4 ч. 10/AVC), Motion JPEG, MPEG-4 ч. 2
Аудио: Двусторонняя
Сжатие аудио: AAC LC 8/16 кГц, G.711 PCM 8 кГц, G.726 ADPCM 8 кГц; Регулировка битовой скорости передачи данных
Микрофон: встроенный
Фокусное расстояние: 3 - 8 мм,
Угол обзора: 32 - 74°
Апертура: F1.2
Диафрагма: автоматическая
Электронный затвор: 1/6 ~ 1/24500 сек
Крепление объектива: CS
Входы сигнала тревоги: 1
Выходы сигнала тревоги: 1
Оповещение о тревоги: FTP, HTTP, Email
Разъем карт-памяти: SD/SDHC
VMD (видеодетектор движения): есть	
AD (аудиодетектор): есть	
Сеть: Ethernet 10BaseT/100BaseTX, RJ-45
Протоколы: IIPv4/v6, HTTP, HTTPS*, QoS уровня 3 DiffServ, FTP, SMTP, Bonjour, UPnP, SNMPv1/v2c/v3(MIB-II), DNS, DynDNS, NTP, RTSP, RTP, TCP, UDP, IGMP, RTCP, ICMP, DHCP, ARP, SOCKS
Шифрование по протоколу HTTPS: есть
Фильтрация IP-адресов: есть
Питание: 8 – 20 В DC,Power over Ethernet (IEEE 802.3af, класс 2)
Мощность: 6,4 Вт
Цвет: белый
Исполнение: обычное
Материал корпуса: цинк
Рабочие температуры: 0°C ~ + 50°C
Рабочая влажность: 20 ~ 80%
Габариты: 78х151х200 мм
Вес: 620 г.
Комплектация: Комплекты для подключения и крепления; руководство по установке; компакт-диск со средствами для установки, программным обеспечением для записи видео, руководством пользователя; однопользовательская лицензия на декодер WindowsДокументация AXIS P1344Техническое описание AXIS P1344

Инструкция пользователя AXIS P1344 - Руководство по эксплуатации 

Инструкции пользователя:  AXIS P1344 - Руководство по установке 
",0,img/4550.jpg
4551,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Stream Labs,Stream Labs WaveCam QX,"АНАЛОГ ВЗАМЕН: Stream Labs WaveCam MXOAStream Labs WaveCam QX - сетевая IP камера от Stream Labs. В камере используется 1/3” CMOS-матрица PIXIM с прогрессивной разверткой с разрешением 768x579. Камера обеспечивает круглосуточное видеонаблюдение благодаря функции День/Ночь с механически-отключаемым ИК-фильтром. Камера базируется на процессоре Ubicom, что позволило расширить возможности камеры. 
Камера поддерживает WEB-интерфейс, который значительно упрощает настройку камеры и просмотр видеопотока. Также в камере имеются 2 тревожных входа, которые позволяют повысить эффективность работы камеры.
Опционально
P - PoE - 40€
A - Двухсторонний звук - 40€
I - Синхр. с ИК-позсветкой - 40€
G - USB 2.0 - 35€
M - Упр. трансфокаторами - 35€",0,img/4551.jpg
4552,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Stream Labs,Stream Labs WaveCam QX-P,"АНАЛОГ ВЗАМЕН: Stream Labs WaveCam MXOA-PStream Labs WaveCam QX-P - сетевая IP камера от Stream Labs. В ней используется 1/3” CMOS-матрица PIXIM с прогрессивной разверткой с разрешением 768x579. Камера обеспечивает круглосуточное видеонаблюдение благодаря функции День/Ночь с механически-отключаемым ИК-фильтром.  WaveCam QX-P поддерживает сверхширокий динамический диапазон - до 120дБ.
Имеется поддержка WEB-интерфейса, который значительно упрощает настройку камеры и просмотр видеопотока. Также в камере имеются 2 тревожных входа, 2 Релейных выхода, DC-Iris, RS485, 7-50V DC или питание по локальной сети (PoE).",0,img/4552.jpg
4553,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Stream Labs,Stream Labs WaveCam QX-PAIGM,"АНАЛОГ ВЗАМЕН: Stream Labs WaveCam MXOA-PAIGMStream Labs WaveCam QX-PAIGM - 1/3” CMOS PIXIM Прогрессивная развертка, Сверхширокий динамический диапазон (до 120дБ), 25 к/с, до 768x576, Функция День/Ночь с автоматически отключаемым ИК-фильтром, 2 Тревожных входа, 2 Релейных выхода, DC-Iris, RS485, Двухсторонний звук, Управление трансфокаторами, 2xUSB 2.0, Синхр. с ИК-подсветкой, 7-50V DC или Питание по локальной сети (PoE), 112x54x53мм, 230г",0,img/4553.jpg
4554,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Stream Labs,Stream Labs WaveCam Q1,"Stream Labs WaveCam Q1 - сетевая IP камера от Stream Labs. Камера располагает широким набором функций, из которых пользователь может подобрать необходимые непосредственно под проект и тем самым избежать переплаты за неиспользуемые функции. Камера WaveCam Q1 разработана на ПЗС сенсоре SONY EXview HAD CCD® с разрешением до 1280х960; 1,2 Мп. Камера WaveCam Q1 обеспечивают круглосуточное видеонаблюдение благодаря функции День/Ночь с механически-отключаемым ИК-фильтром. 
Для повышения эффективности работы камер предусмотрено  подключение «тревожных» датчиков (к примеру, датчиков объема) и исполнительных устройств, а так же поворотных платформ и других устройств с интерфейсом RS485. 
Для перспективных разработок в камере предусмотрено наличие 2х USB портов для подключения внешних накопителей (USB-HDD/ USB-FLASH), а так же модулей беспроводной связи, таких как Wi-Fi и Wi-Max модемы.
Опционально
P - PoE - 40
A - Двухсторонний звук - 40
I - Синхр. с ИК-позсветкой - 40
G - USB 2.0 - 35
M - Упр. трансфокаторами - 35",0,img/4554.jpg
4555,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Stream Labs,Stream Labs WaveCam Q1-P,"Stream Labs WaveCam Q1-P - 1,3 Мегапикселя 1/3” SONY EXview HAD CCD® Прогрессивная развертка, до 12,5 к/с, до 1280x960, Функция День/Ночь с автоматически отключаемым ИК-фильтром, 2 Тревожных входа, 2 Релейных выхода, DC-Iris, RS485, 7-50V DC или Питание по локальной сети (PoE), 112x54x53мм, 230г",0,img/4555.jpg
4557,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,Stream Labs,Stream Labs WaveServer 1554,">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",0,img/4557.jpg
4558,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,Stream Labs,Stream Labs WaveServer 1504R,">> Пожалуйста, не задавайте здесь вопросов магазину, это форма для ОТЗЫВОВ ПОЛЬЗОВАТЕЛЕЙ ТОВАРА! Мы ценим Ваше время! Коментарии публикуются после модерации<<<",0,img/4558.jpg
4559,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,Stream Labs,"Stream Labs WaveServer Enterprise Rack Шасси 19""","Аппаратный сетевой комплекс Stream Labs WaveServer Enterprise Rack Шасси 19"". Комплекс представлен в корпусе для монтажа в стандартную 19-дюймовую стойку, с общим блоком электропитания и гигабитным сетевым интерфейсом. Он позволяет разместить до 16 модулей видео/аудио и/или модулей I/O и телеметрии. Отличительной особенностью комплекса является возможность «горячей» замены любых модулей, что позволяет обслуживать, расширять и модифицировать систему без перебоев в ее работе. WaveServer Enterprise способен принять и оцифровать сигналы с 64 аналоговых камер.",144550,img/4559.jpg
4561,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,AXIS,AXIS P1346 (0328-001),"АНАЛОГ ВЗАМЕН: AXIS P1365Описание AXIS P1346AXIS P1346 - сетевая камера стандартного дизайна AXIS P1346 - это фиксированная сетевая камера для круглосуточного наблюдения прочной конструкции с великолепными характеристиками производительности в формате сжатия H.264. Технология прогрессивной развертки гарантирует превосходное качество HDTV изображения в нескольких независимых видеопотоках в форматах H.264 и Motion JPEG. Простота установки достигается за счет вспомогательной фокусировки, функций счетчика пикселей и заднего фокуса.Данная модель поддерживает функцию точного управления ирисовой диафрагмой P-Iris, которая позволяет добиться более высокой контрастности, четкости, разрешающей способности и лучшей глубины резкости. Поддержка автодиафрагмы (DC) обеспечивает обратную совместимость.Технические характеристики AXIS P1346Матрица: 1/3"" CCD
Мегапиксельный датчик: 3 Мпикс.
Чувствительность:  0,6 люкс (Цвет.), 0,08 люкс (Ч/Б), F1.8
Режим: день-ночь (автоматический фильтр отсечки ИК-излучения)
Разрешение видео: 160х90 до  2048x1536 пикс.
Частота кадров: 20 к/с (2048x1536), 30 к/с (1600x1200 и 1920x1080)
Сжатие видео: H.264 (MPEG-4 ч. 10/AVC), Motion JPEG
Передача нескольких потоков изображений: До 8 разных участков изображения. 20 кадров в секунду на поток в формате H.264/Motion JPEG при передаче 5 участков изображения с разрешением VGA (режим захвата 3 МП)
Аудио: Двусторонняя
Сжатие аудио: AAC LC 8/16 кГц, G.711 PCM 8 кГц, G.726 ADPCM 8 кГц; Регулировка битовой скорости передачи данных
Микрофон: встроенный
Фокусное расстояние: 4 – 10 мм,
Угол обзора: 29 - 61°
Апертура: F1.8
Диафрагма: автоматическая
Электронный затвор: 1/6 ~ 1/35500 сек
Крепление объектива: CS
Входы сигнала тревоги: 1
Выходы сигнала тревоги: 1
Оповещение о тревоги: FTP, HTTP, Email
Разъем карт-памяти: SD/SDHC
VMD (видеодетектор движения): есть	
AD (аудиодетектор): есть	
Сеть: Ethernet 10BaseT/100BaseTX, RJ-45
Протоколы: IIPv4/v6, HTTP, HTTPS*, QoS уровня 3 DiffServ, FTP, SMTP, Bonjour, UPnP, SNMPv1/v2c/v3(MIB-II), DNS, DynDNS, NTP, RTSP, RTP, TCP, UDP, IGMP, RTCP, ICMP, DHCP, ARP, SOCKS
Шифрование по протоколу HTTPS: есть
Фильтрация IP-адресов: есть
Питание: 8 – 20 В DC,Power over Ethernet (IEEE 802.3af, класс 3)
Мощность: 9.6 Вт
Цвет: белый
Исполнение: обычное
Материал корпуса: цинк
Рабочие температуры: 0°C ~ + 50°C
Рабочая влажность: 20 ~ 80%
Габариты: 78x151x200 мм
Вес: 630 г.
Комплектация: Комплекты для подключения и крепления; руководство по установке; компакт-диск со средствами для установки, программным обеспечением для записи видео, руководством пользователя; однопользовательская лицензия на декодер WindowsДокументация AXIS P1346Техническое описание AXIS P1346

Инструкция пользователя AXIS P1346 - Руководство по эксплуатации

Инструкция пользователя  AXIS P1346 - Руководство по установке 
",64820,img/4561.jpg
